Date,Sum_of_All_Products_Volume,Sum_of_All_Products_Open_Interest,Index_Options_Volume,Exchange_Traded_Products_Volume,Equity_Options_Volume,Equity_LEAPS_Volume,Equity_LEAPS_Open_Interest,Weeklys_Options_Volume,Weeklys_Options_Open_Interest
10/02/2015,4813935,315471282,1859330,1558852,1395753,57287,26476539,2020074,20890454
10/05/2015,4634851,311337913,2249864,1070267,1314720,48842,26706318,1391283,13432152
10/06/2015,3565345,315267112,1670807,789023,1105515,41298,26803224,1021969,15647587
10/07/2015,4013665,319650801,1711840,975020,1326805,106677,26948535,1139048,16921780
10/08/2015,4442495,323873325,2017845,1210961,1213689,32408,27143730,1337183,18351853
